AÑO,POSICION,DESCPOSICION
2022,3919.90.90.000M,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  PLACAS,LAMINAS,HOJAS,CINTAS,TIRAS Y DEMAS FORMAS PLANAS AUTOADHESIVAS, DE PLASTICO,INCLUSO EN ROLLOS.              Las dem¿s"
2022,8532.30.90.000G,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  CONDENSADORES ELECTRICOS FIJOS, VARIABLES OAJUSTABLES.    -Condensadores variables o ajustables     Los demas     Los dem¿s"
2022,8205.20.00.000D,"CAPITULO 82  HERRAMIENTAS Y UTLES, ARTICULOS DE CUCHILLERIAY CUBIERTOS DE MESA, DE METALES COMUNES; PARTESDE ESTOS ARTICULOS, DE METALES COMUNES  HERRAMIENTAS DE MANO (INCLUIDOS LOS DIAMANTESPARA VIDRIERO) NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE; LAMPARAS DE SOLDAR Y SIMILARES;TORNILLOS DE BANCO, PRENSAS DE CARPINTERO YSIMILARES, EXCEPTO LOS QUE SEAN ACCESORIOS OPARTES DE MAQUINAS HERRAMIENTA; YUNQUES;FRAGUAS PORTATILES; MUELAS DE MANO O A PEDAL,CON BASTIDOR.        -Martillos y mazas."
2022,8467.22.00.000B,"BIENES DE CAPITAL  HERRAMIENTAS NEUM¿TICAS, HIDR¿ULICAS O CON MOTOR INCORPORADO,INCLUSO EL¿CTRICO, DE USO MANUAL. -Con motor el¿ctrico incorporado  -Con motor el¿ctrico incorporado     --Sierras, incluidas las tronzadoras"
2022,8205.90.00.000C,"CAPITULO 82  HERRAMIENTAS Y UTLES, ARTICULOS DE CUCHILLERIAY CUBIERTOS DE MESA, DE METALES COMUNES; PARTESDE ESTOS ARTICULOS, DE METALES COMUNES  HERRAMIENTAS DE MANO (INCLUIDOS LOS DIAMANTESPARA VIDRIERO) NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE; LAMPARAS DE SOLDAR Y SIMILARES;TORNILLOS DE BANCO, PRENSAS DE CARPINTERO YSIMILARES, EXCEPTO LOS QUE SEAN ACCESORIOS OPARTES DE MAQUINAS HERRAMIENTA; YUNQUES;FRAGUAS PORTATILES; MUELAS DE MANO O A PEDAL,CON BASTIDOR.        - Los dem¿s, incluidos los juegos de art¿culos de dos o m¿s de las subpartidas anteriores"
2022,8431.49.22.000A,"BIENES DE CAPITAL  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVA O PRINCIPALMENTE, A LAS MAQUINAS O APARATOS DE LAS PARTIDAS 84.25 A 84.30. -De m¿quinas o aparatos de las Partidas 8426,  8429 u 8430.  -De m¿quinas o aparatos de las Partidas 8426,  8429 u 8430. --Las dem¿s    Orugas"
2022,8474.10.00.000D,"BIENES DE CAPITAL  MAQUINAS Y APARATOS DE CLASIFICAR, CRIBAR,SEPARAR, LAVAR, QUEBRANTAR, TRITURAR, PULVERIZAR, MEZCLAR, AMASAR O SOBAR, TIERRA, PIEDRA U OTRA MATERIA MINERAL SOLIDA (INCLUIDOS EL POLVO Y LA PASTA);  MAQUINAS DE AGLOMERAR, FORMAR O MOLDEAR COMBUSTIBLES MINERALES SOLIDOS, PASTAS CERAMICAS, CEMENTO, YESO O DEMAS MATERIAS MINERALES EN POLVO O PASTA; MAQUINAS PARA HACER MOLDES DE ARENA PARA FUNDICION.        -M¿quinas y aparatos para clasificar, cribar, separar o lavar."
2022,6104.62.00.000R,"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  TRAJES SASTRE, CONJUNTOS, CHAQUETAS (SACOS), VESTIDOS, FALDAS, FALDAS PANTALON, PANTALONES LARGOS, PANTALONES CON PETO Y PANTALONES CORTOS (CALZONES) Y ""SHORTS""(EXCEPTO DE BA¿O), DE PUNTO, PARA MUJERES O NI¿AS. -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y ""shorts"":  -Pantalones largos, pantalones con peto y pantalones cortos(calzones) y ""shorts"":     --De algod¿n."
2022,6211.49.00.000U,"CAPITULO 62  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,  EXCEPTO LOS DE PUNTO  CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O  DEPORTE, MONOS (OVEROLES) Y CONJUNTOS DE ESQUI,BA¿ADORES; LAS DEMAS PRENDAS DE VESTIR. -Las dem¿s prendas de vestir para mujeres o ni¿as:  -Las dem¿s prendas de vestir para mujeres o ni¿as:     --De las dem¿s materias textiles."
2022,6111.20.00.000B,"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR,DE PUNTO, PARA BEBES.        -De algod¿n."
2022,6112.41.00.000K,"CAPITULO 61  PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, DE PUNTO  CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE,MONOS (OVEROLES) Y CONJUNTOS DE ESQUI, Y BA¿ADORES, DE PUNTO. -Ba¿adores, para mujeres o ni¿as  -Ba¿adores, para mujeres o ni¿as     --De fibras sint¿ticas."
2022,8513.10.90.000F,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  LAMPARAS ELECTRICAS PORTATILES CONCEBIDAS  PARAFUNCIONAR CON SU PROPIA FUENTE DE ENERGIA (POREJEMPLO: DE PILAS, DE ACUMULADORES, ELECTROMAGNETICAS), EXCEPTO LOS APARATOS DEALUMBRADO DE LA PARTIDA 8512.    -L¿mparas.       Las dem¿s."
2022,4811.90.90.000R,"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  PAPEL, CART¿N, GUATA DE CELULOSA Y NAPA DE FIBRAS DE CELULOSA, ESTUCADOS, RECUBIERTOS, IMPREGNADOS O REVESTIDOS, COLOREADOS O DECORADOS EN LA SUPERFICIE O IMPRESOS, EN BOBINAS (ROLLOS) O EN HOJAS DE FORMA CUADRADA ORECTANGULAR, DE CUALQUIER TAMA¿O, EXCEPTO LOS PRODUCTOS DE LOS TIPOSDESCRITOS EN EL TEXTO DE LAS PARTIDAS 48.03, 48.09 ¿ 48.10.    -Los dem¿s papeles, cartones, guata de celulosa y napa de fibras de celulosa       Los dem¿s"
2022,8505.90.80.000A,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  ELECTROIMANES, IMANES PERMANENTES Y ARTICULOS DESTINADOS A SER IMANTADOS PERMANENTEMENTE;PLATOS, MANDRILES Y DISPOSITIVOS MAGNETICOS O ELECTROMAGNETICOS SIMILARES, DE SUJECION; ACOPLAMIENTOS, EMBRAGUES, VARIADORES DE VELOCIDADY FRENOS, ELECTROMAGNETICOS; CABEZAS ELEVADORASELECTROMAGNETICAS.    -Los dem¿s, incluidas las partes.       Los demas"
2022,8505.19.90.000E,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  ELECTROIMANES, IMANES PERMANENTES Y ARTICULOS DESTINADOS A SER IMANTADOS PERMANENTEMENTE;PLATOS, MANDRILES Y DISPOSITIVOS MAGNETICOS O ELECTROMAGNETICOS SIMILARES, DE SUJECION; ACOPLAMIENTOS, EMBRAGUES, VARIADORES DE VELOCIDADY FRENOS, ELECTROMAGNETICOS; CABEZAS ELEVADORASELECTROMAGNETICAS. -Imanes permanentes y art¿culos destinados a ser imantados permanentemente:  -Imanes permanentes y art¿culos destinados a ser imantados permanentemente: --Los dem¿s.       Los dem¿s."
2022,2827.20.90.000G,"CAPITULO 28 PRODUCTOS QUIMICOS INORGANICOS;COMPUESTOS  INORGANICOS U ORGANICOS DE METALES PRECIOSOS,DE ELEMENTOS RADIACTIVOS, DE METALES DE LAS  TIERRAS RARAS O DE ISOTOPOS  CLORUROS, OXICLORUROS E HIDROXICLORUROS;BROMUROS Y OXIBROMUROS; YODUROS Y OXIYODUROS.    -Cloruro de calcio.       Los dem¿s"
2022,9106.90.00.000Y,"CAPITULO 91 APARATOS DE RELOJERIA Y SUS PARTES.  APARATOS DE CONTROL DE TIEMPO Y CONTADORES DE TIEMPO, CON MECANISMO DE RELOJER¿A O MOTOR SINCR¿NICO (POR EJEMPLO: REGISTRADORES DE ASISTENCIA, REGISTRADORES FECHADORES, REGISTRADORES CONTADORES).        -Los dem¿s."
2022,6302.91.00.000Y,"CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  ROPA DE CAMA, MESA, TOCADOR O COCINA. -Las dem¿s  -Las dem¿s     --De algod¿n."
2022,6505.00.22.000M,"CAPITULO 65 TOCADOS Y SUS PARTES  SOMBREROS Y DEMAS TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE, DE FIELTRO O DE OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS), INCLUSO GUARNECIDOS; REDECILLAS PARA EL CABELLO, DE CUALQUIER MATERIA, INCLUSO GUARNECIDAS.    SOMBREROS Y DEM¿S TOCADOS, DE PUNTO O CONFECCIONADOS CON ENCAJE, FIELTRO U OTRO PRODUCTO TEXTIL, EN PIEZA (PERO NO EN TIRAS), INCLUSO GUARNECIDOS; REDECILLAS PARA EL CABELLO, DE CUALQUIER MATERIA, INCLUSO GUARNECIDAS. --- Gorros   De fibras sint¿ticas o artificiales"
2022,3824.99.29.000R,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  PREPARACIONES AGLUTINANTES PARA MOLDES O NUCLEOS DE FUNDICION; PRODUCTOS QUIMICOS Y PREPARACIONES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS (INCLUIDAS LAS MEZCLAS DE PRODUCTOS NATURALES), NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE, PRODUCTOS RESIDUALES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.    -- Los dem¿s --- Derivados de ¿cidos grasos industriales; mezclas y preparaciones que contengan alcoholes grasos o ¿cidos carbox¿licos, incluso sus derivados   Los dem¿s"
2022,8443.99.50.000T,"BIENES DE CAPITAL  M¿QUINAS Y APARATOS PARA IMPRIMIR MEDIANTE PLANCHAS, CILINDROS Y DEM¿S ELEMENTOS IMPRESORES DE LA PARTIDA 84.42; LAS DEM¿S M¿QUINAS IMPRESORAS, COPIADORAS Y DE FAX, INCLUSO COMBINADAS ENTRE S¿; PARTES Y ACCESORIOS. - Partes y accesorios:  - Partes y accesorios: - - Los dem¿s    Los dem¿s mecanismos de impresi¿n, sus partes y accesorios"
2022,1704.10.00.000T,"CAPITULO 17  AZUCARES Y ARTICULOS DE CONFITERIA  ARTICULOS DE CONFITERIA SIN CACAO (INCLUIDOEL CHOCOLATE BLANCO).        -Chicles y dem¿s gomas de mascar, incluso recubiertos de az¿car."
2022,8704.21.30.000J,"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  VEHICULOS AUTOMOVILES PARA EL TRANSPORTE DE MERCANCIAS. - Los dem¿s con motor de ¿mbolo (pist¿n), de encendido por compresi¿n (Di¿sel o semi Di¿sel):  - Los dem¿s con motor de ¿mbolo (pist¿n), de encendido por compresi¿n (Di¿sel o semi Di¿sel): --De peso total con carga m¿xima inferior o igual  a 5 t.  --- Figor¿ficos o isot¿rmicos.  Frigor?ficos o isot?rmicos"
2022,8536.10.00.000P,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  APARATOS PARA CORTE, SECCIONAMIENTO, PROTECCI¿N,  DERIVACI¿N, EMPALME O CONEXI¿N DE CIRCUITOS EL¿CTRICOS (POR EJEMPLO: INTERRUPTORES, CONMUTADORES, REL¿S, CORTACIRCUITOS, SUPRESORES DE SOBRETENSI¿N TRANSITORIA, CLAVIJAS Y TOMAS DE CORRIENTE (ENCHUFES), PORTAL¿MPARAS Y DEM¿S CONECTORES, CAJAS DE EMPALME), PARA UNA TENSI¿N INFERIOR O IGUAL A 1.000 VOLTIOS; CONECTORES DE FIBRAS ¿PTICAS, HACES O CABLES DE FIBRAS ¿PTICAS.        -Fusibles y cortacircuitos de fusibles."
2022,8205.59.00.000D,"CAPITULO 82  HERRAMIENTAS Y UTLES, ARTICULOS DE CUCHILLERIAY CUBIERTOS DE MESA, DE METALES COMUNES; PARTESDE ESTOS ARTICULOS, DE METALES COMUNES  HERRAMIENTAS DE MANO (INCLUIDOS LOS DIAMANTESPARA VIDRIERO) NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE; LAMPARAS DE SOLDAR Y SIMILARES;TORNILLOS DE BANCO, PRENSAS DE CARPINTERO YSIMILARES, EXCEPTO LOS QUE SEAN ACCESORIOS OPARTES DE MAQUINAS HERRAMIENTA; YUNQUES;FRAGUAS PORTATILES; MUELAS DE MANO O A PEDAL,CON BASTIDOR. -Las dem¿s herramientas de mano (incluidos los diamantes para vidriero):  -Las dem¿s herramientas de mano (incluidos los diamantes para vidriero):     --Las dem¿s."
2022,8467.89.00.000V,"BIENES DE CAPITAL  HERRAMIENTAS NEUM¿TICAS, HIDR¿ULICAS O CON MOTOR INCORPORADO,INCLUSO EL¿CTRICO, DE USO MANUAL. -Las dem¿s herramientas.  -Las dem¿s herramientas.     --Las dem¿s."
2022,8512.10.00.000Z,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  APARATOS ELECTRICOS DE ALUMBRADO O SE¿ALIZACION (EXCEPTO LOS ARTICULOS LOS DE LA PARTIDA 85.39),LIMPIAPARABRISAS, ELIMINADORESDE ESCARCHA O DE VAHO, ELECTRICOS, DEL TIPO DELOS UTILIZADOS EN VELOC¿PEDOS O VEHICULOS AUTOMOVILES.        -Aparatos de alumbrado, o de se¿alizaci¿n visual del tipo de los utilizados en las bicicletas."
2022,1902.11.00.000F,"CAPITULO 19 PREPARACIONES A BASE DE CEREALES, DE HARINA, DE ALMIDON, DE FECULA O DE LECHE; PRODUCTOS DEPASTELERIA  PASTAS ALIMENTICIAS, INCLUSO COCIDAS O RELLENAS(DE CARNE U OTRAS SUSTANCIAS) O PREPARADASDE OTRA FORMA, TALES COMO ESPAGUETIS, FIDEOS,MACARRONES, TALLARINES, LASA¿AS, ¿OQUIS,RAVIOLES, CANELONES; CUSCUS, INCLUSO PREPARADO. -Pastas alimenticias sin cocer, rellenar ni preparar de otra forma:  -Pastas alimenticias sin cocer, rellenar ni preparar de otra forma:     --Que contengan huevo."
2022,3815.90.99.000A,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  INICIADORES Y ACELERADORES DE REACCION, YPREPARACIONES CATALITICAS, NO EXPRESADOS NICOMPRENDIDOS EN OTRA PARTE.    -Los dem¿s.    Los dem¿s.       Los dem¿s."
2022,3208.90.39.000M,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS, DISPERSOS ODISUELTOS EN UN MEDIO NO ACUOSO; DISOLUCIONESDEFINIDAS EN LA NOTA 4 DE ESTE CAPITULO.    -Los dem¿s.    Disoluciones definidas en la Nota 4 de este   Cap¿tulo.       Las dem¿s."
2022,3920.62.99.000R,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  LAS DEMAS PLACAS, LAMINAS, HOJAS, Y TIRAS, DE PLASTICO NO CELULAR Y SIN REFUERZO, ESTRATIFICACION NI SOPORTE O COMBINACION SIMILAR CON OTRAS MATERIAS. -De policarbonatos, resinas alc¿dicas, poli¿steres al¿licos o dem¿s poli¿steres:  -De policarbonatos, resinas alc¿dicas, poli¿steres al¿licos o dem¿s poli¿steres: --De poli(tereftalato de etileno)    Las dem¿s.       Las dem¿s."
2022,3402.31.00.000U,"CAPITULO 34 JABONES, AGENTES DE SUPERFICIE ORGANICOS,  PREPARACIONES PARA LAVAR, PREPARACIONESLUBRICANTES, CERAS ARTIFICIALES, CERAS PREPARADAS,PRODUCTOS DE LIMPIEZA, VELAS Y ARTICULOS SIMILARES, PASTAS PARA MODELAR, CERAS PARA ODONTOLOGIA Y PREPARACIONES PARA USO EN  ODONTOLOGIA A BASE DE YESO FRAGUABLE.  AGENTES DE SUPERFICIE ORGANICOS (EXCEPTO EL JAB¿N); PREPARACIONES TENSOACTIVAS,PREPARACIONES DE LAVAR (INCLUIDAS LASPREPARACIONES AUXILIARES PARA LAVADO) Y PREPARACIONES PARA LIMPIEZA, AUNQUE CONTENGANJABON, EXCEPTO LAS DE LA PARTIDA 34.01. - Agentes de superficie org¿nicos ani¿nicos, incluso acondicionados para la venta al por menor:  - Agentes de superficie org¿nicos ani¿nicos, incluso acondicionados para la venta al por menor:     -	¿cidos alquilbenceno sulf¿nicos lineales y sus sales"
2022,3402.90.90.000E,"CAPITULO 34 JABONES, AGENTES DE SUPERFICIE ORGANICOS,  PREPARACIONES PARA LAVAR, PREPARACIONESLUBRICANTES, CERAS ARTIFICIALES, CERAS PREPARADAS,PRODUCTOS DE LIMPIEZA, VELAS Y ARTICULOS SIMILARES, PASTAS PARA MODELAR, CERAS PARA ODONTOLOGIA Y PREPARACIONES PARA USO EN  ODONTOLOGIA A BASE DE YESO FRAGUABLE.  AGENTES DE SUPERFICIE ORGANICOS (EXCEPTO EL JAB¿N); PREPARACIONES TENSOACTIVAS,PREPARACIONES DE LAVAR (INCLUIDAS LASPREPARACIONES AUXILIARES PARA LAVADO) Y PREPARACIONES PARA LIMPIEZA, AUNQUE CONTENGANJABON, EXCEPTO LAS DE LA PARTIDA 34.01.    -Los dem¿s.       Los dem¿s."
2022,8471.50.90.000T,"BIENES DE CAPITAL  MAQUINAS AUTOMATICAS PARA TRATAMIENTO O PROCESAMIENTO DE DATOS Y SUS UNIDADES; LECTORES MAGNETICOS U OPTICOS, MAQUINAS PARA REGISTRO DE DATOS SOBRE SOPORTE EN FORMA CODIFICADA Y MAQUINAS PARA TRATAMIENTO O PROCESAMIENTO DE ESTOS DATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.    -Unidades de proceso digitales, excepto las de las subpartidas nros. 8471.41 y 8471.49, aunque incluyan en la misma envoltura uno o dos de los tipos siguientes de unidades: unidad de memoria, unidad de entrada y unidad de salida     Las dem¿s     Las dem¿s"
2022,4805.19.00.000B,"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  LOS DEMAS PAPELES Y CARTONES, SIN ESTUCAR NI RECUBRIR, EN BOBINAS (ROLLOS) O EN HOJAS. QUE NO HAYAN SIDO SOMETIDOS A TRABAJOS COMPLEMENTARIOS O TRATAMIENTOS DISTINTOS DE LOS ESPECIFICADOS EN LA NOTA 3 DE ESTE CAPITULO. -Papel para acanalar  -Papel para acanalar     --Los dem¿s"
2022,8507.60.00.000R,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  ACUMULADORES ELECTRICOS, INCLUIDOS SUSSEPARADORES, AUNQUE SEAN CUADRADOS O RECTANGULARES.        - De i¿n de litio"
2022,9021.10.10.000M,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  ARTICULOS Y APARATOS DE ORTOPEDIA, INCLUIDAS LASFAJAS Y VENDAJES MEDICOQUIRURGICOS Y LAS MULETAS;TABLILLAS, FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURAS; ARTICULOS Y APARATOS DE PROTESIS; AUDIFONOS Y DEMAS APARATOS QUE LLEVE LA PROPIA PERSONA O SE LE IMPLANTEN PARA COMPENSAR UN DEFECTO O INCAPACIDAD. -Protesis articulares y art¿culos y aparatos de ortopedia o para fracturas  -Protesis articulares y art¿culos y aparatos de ortopedia o para fracturas -Art¿culos y aparatos de ortopedia o para fracturas       Art¿culos y aparatos de ortopedia"
2022,8438.90.00.000H,"BIENES DE CAPITAL  MAQUINAS Y APARATOS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO PARALA PREPARACION O LA FABRICACION INDUSTRIAL DE ALIMENTOS O DE BEBIDAS, EXCEPTO LAS MAQUINAS YAPARATOS PARA LA EXTRACCION O LA PREPARACION DEACEITES O GRASAS, VEGETALES FIJOS O ANIMALES.        -Partes."
2022,8539.49.00.000V,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  LAMPARAS Y TUBOS ELECTRICOS DE INCANDESCENCIAO DE DESCARGA, INCLUIDOS LOS FAROS O UNIDADES""SELLADOS"" Y LAS LAMPARAS Y TUBOS DE RAYOSULTRAVIOLETAS O INFRARROJOS; LAMPARAS DE ARCO. -L¿mparas y tubos de rayos ultravioletas o infrarrojos; l¿mparas de arco:  -L¿mparas y tubos de rayos ultravioletas o infrarrojos; l¿mparas de arco:     --los dem¿s"
2022,2106.10.00.000Z,CAPITULO 21PREPARACIONES ALIMENTICIAS DIVERSAS  PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.        -Concentrados de prote¿nas y (sustancias prote¿nicas) texturadas.
2022,9001.30.00.000P,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  FIBRAS OPTICAS Y HACES DE FIBRAS OPTICAS; CABLESDE FIBRAS OPTICAS, EXCEPTO LOS DE LA PARTIDA85.44; HOJAS Y PLANCHAS DE MATERIA POLARIZANTE;LENTES (INCLUSO DE CONTACTO), PRISMAS, ESPEJOS Y DEMAS ELEMENTOS DE OPTICA DE CUALQUIER MATERIA, SIN MONTAR, EXCEPTO LOS DE VIDRIO SIN TRABAJAR OPTICAMENTE.        -Lentes de contacto."
2022,2007.99.29.000V,"CAPITULO 20PREPARACIONES DE LEGUMBRES U HORTALIZAS, DE FRUTOS, O DE LAS DEMAS PARTES DE PLANTAS  CONFITURAS, JALEAS Y MERMELADAS, PURES Y PASTAS DE FRUTAS U OTROS FRUTOS, OBTENIDOS POR COCCI¿N,INCLUSO CON ADICI¿N DE AZ¿CAR U OTRO EDULCORANTE -Los dem¿s:  -Los dem¿s: --Los dem¿s. --- Pures   Los dem¿s"
2022,7418.20.00.000J,"CAPITULO 74  COBRE Y MANUFACTURAS DE COBRE.  ARTICULOS PARA USO DOMESTICO, HIGIENE O TOCADOR, Y SUS PARTES, DE COBRE; ESPONJAS, ESTROPAJOS, GUANTES Y ARTICULOS SIMILARES DE FREGAR, LUSTRAR O USOS ANALOGOS, DE COBRE.        -Art¿culos para higiene o de tocador y sus partes."
2022,6402.20.00.000U,"CAPITULO 64 CALZADO, POLAINAS, Y ARTICULOS ANALOGOS;  PARTES DE ESTOS ARTICULOS.  LOS DEMAS CALZADOS CON SUELA Y PARTE SUPERIORDE CAUCHO O DE PLASTICO.        -Calzado con la parte superior de tiras o bridas fijas a la suela por tetones (espigas)."
2022,2710.19.99.000M,"CAPITULO 27 COMBUSTIBLES MINERALES, ACEITES MINERALES  Y PRODUCTOS DE SU DESTILACION; MATERIAS BITUMINOSAS; CERAS MINERALES.  ACEITES DE PETR¿LEO O DE MINERAL BITUMINOSO, EXCEPTO LOS ACEITES CRUDOS; PREPARACIONES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE, CON UN CONTENIDO DE ACEITES DE PETR¿LEO O DE MINERAL BITUMINOSO SUPERIOR O IGUAL AL 70 % EN PESO,  EN LAS QUE ESTOS ACEITES CONSTITUYAN EL ELEMENTO BASE; DESECHOS DE ACEITES. - Aceites de petr¿leo o de mineral bituminoso (excepto los aceites crudos) y preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petr¿leo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base, excepto las que contengan biodi¿sel  y los desechos de aceites:  - Aceites de petr¿leo o de mineral bituminoso (excepto los aceites crudos) y preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petr¿leo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base, excepto las que contengan biodi¿sel  y los desechos de aceites: --Los demas    Los demas       Los demas"
2022,8418.69.31.000U,"BIENES DE CAPITAL  REFRIGERADORES, CONGELADORES Y DEMAS MATERIAL, MAQUINAS Y APARATOS PARA LA PRODUCCION DE FRIO, AUNQUE NO SEAN ELECTRICOS; BOMBAS DE CALOR, EXCEPTO LAS MAQUINAS Y APARATOS PARA ELACONDICIONAMIENTO DE AIRE DE LA PARTIDA NRO. 84.15. -Los dem¿s materiales, m¿quinas y aparatos para la producci¿n de fr¿o; bombas de calor.  -Los dem¿s materiales, m¿quinas y aparatos para la producci¿n de fr¿o; bombas de calor. --Los dem¿s.    Unidades surtidoras de agua, jugos o bebidas   carbonatadas.     De agua o jugos.      De agua o jugos."
